mu_freq_seq_r	mu_freq_seq_s
0.01358695652173913	0.005434782608695652
0.01078167115902965	0.008086253369272238
0.01084010840108401	0.008130081300813009
0.010723860589812333	0.002680965147453083
0.010958904109589041	0.005479452054794521
0.0136986301369863	0.0027397260273972603
0.016853932584269662	0.0028089887640449437
0.008174386920980926	0.005449591280653951
0.010899182561307902	0
0.008152173913043478	0.005434782608695652
0.01092896174863388	0.00273224043715847
0.005509641873278237	0
0.005479452054794521	0.0027397260273972603
0.005449591280653951	0.010899182561307902
0.013440860215053764	0.002688172043010753
0.00546448087431694	0.00546448087431694
0.016129032258064516	0.010752688172043012
0.002688172043010753	0.002688172043010753
0.010723860589812333	0.010723860589812333
0.01639344262295082	0.00273224043715847
0.010869565217391304	0.002717391304347826
0.01643835616438356	0.005479452054794521
0.01098901098901099	0.005494505494505495
0.008086253369272238	0
0.013404825737265416	0
0.005376344086021506	0.002688172043010753
0.0027247956403269754	0.0027247956403269754
0.013812154696132596	0.0027624309392265192
0.008450704225352112	0.008450704225352112
0	0.005434782608695652
0.005405405405405406	0
0.005420054200542005	0.005420054200542005
0.010582010582010581	0.0026455026455026454
0.01358695652173913	0.002717391304347826
0.00819672131147541	0.00273224043715847
0.005479452054794521	0.005479452054794521
0.007978723404255319	0.0026595744680851063
0.013368983957219251	0.00267379679144385
0.010752688172043012	0.005376344086021506
0	0.008152173913043478
0.005479452054794521	0.0136986301369863
0.0027548209366391185	0
0.008108108108108109	0.005405405405405406
0.016304347826086956	0
0.01098901098901099	0.008241758241758242
0.00819672131147541	0
0.005420054200542005	0.005420054200542005
0.00554016620498615	0.008310249307479225
0.005376344086021506	0.008064516129032258
0.01084010840108401	0.005420054200542005
0.013404825737265416	0.002680965147453083
0	0.01358695652173913
0.016260162601626018	0
0.00821917808219178	0.0136986301369863
0.008064516129032258	0.005376344086021506
0.0027472527472527475	0.005494505494505495
0.01078167115902965	0.0026954177897574125
0.010869565217391304	0.002717391304347826
0.0027100271002710027	0.0027100271002710027
0.008174386920980926	0.0027247956403269754
0	0.008264462809917356
0.016260162601626018	0.005420054200542005
0.010899182561307902	0.0027247956403269754
0	0.005390835579514825
0.002702702702702703	0.002702702702702703
0.011142061281337047	0.002785515320334262
0.013550135501355014	0.0027100271002710027
0	0.005649717514124294
0.010869565217391304	0.008152173913043478
0.002824858757062147	0.00847457627118644
0.00819672131147541	0.01092896174863388
0.013513513513513514	0.008108108108108109
0.016216216216216217	0.008108108108108109
0.01366120218579235	0
0.005390835579514825	0.0026954177897574125
0.00267379679144385	0.00267379679144385
0.00267379679144385	0.0053475935828877
0.013227513227513227	0.007936507936507936
0.005333333333333333	0.010666666666666666
0.0053475935828877	0.0053475935828877
0.008264462809917356	0.005509641873278237
0.013966480446927373	0.002793296089385475
0.021798365122615803	0.0027247956403269754
0.011142061281337047	0.002785515320334262
0.005434782608695652	0.008152173913043478
0.019337016574585635	0
0.005376344086021506	0.005376344086021506
0.018867924528301886	0
0.01092896174863388	0.00546448087431694
0.01639344262295082	0.00546448087431694
0.00546448087431694	0.00819672131147541
0.005571030640668524	0.005571030640668524
0.011049723756906077	0.0027624309392265192
0.005509641873278237	0.0027548209366391185
0.010869565217391304	0.008152173913043478
0.01084010840108401	0
0.0027624309392265192	0.0055248618784530384
0.013440860215053764	0.005376344086021506
0.01078167115902965	0.005390835579514825
0.013774104683195593	0.005509641873278237
0.010869565217391304	0.005434782608695652
0.008152173913043478	0.005434782608695652
0.008152173913043478	0
0.002702702702702703	0.002702702702702703
0.002688172043010753	0.005376344086021506
0.005333333333333333	0.0026666666666666666
0.01881720430107527	0
0.016129032258064516	0.005376344086021506
0.008130081300813009	0.005420054200542005
0.010869565217391304	0.005434782608695652
0.005434782608695652	0.002717391304347826
0.0027472527472527475	0.008241758241758242
0.01098901098901099	0
0.013477088948787063	0
0.022099447513812154	0.0055248618784530384
0.008086253369272238	0.0026954177897574125
0.008130081300813009	0
0.005333333333333333	0.005333333333333333
0.013333333333333334	0.0026666666666666666
0.005263157894736842	0.002631578947368421
0.002617801047120419	0.002617801047120419
0.0026954177897574125	0
0.00819672131147541	0
0.005361930294906166	0.002680965147453083
0.002717391304347826	0.005434782608695652
0.00819672131147541	0.01366120218579235
0.005479452054794521	0.0027397260273972603
0.013623978201634877	0.0027247956403269754
0.005449591280653951	0.008174386920980926
0.00558659217877095	0.002793296089385475
0.008130081300813009	0.005420054200542005
0.005420054200542005	0.008130081300813009
0.005449591280653951	0.0027247956403269754
0.005633802816901409	0.0028169014084507044
0.008064516129032258	0.005376344086021506
0.008130081300813009	0.0027100271002710027
0.01084010840108401	0.01084010840108401
0.00273224043715847	0.00273224043715847
0.0136986301369863	0.01643835616438356
0.008152173913043478	0.002717391304347826
0.005479452054794521	0.005479452054794521
0	0.011049723756906077
0.011019283746556474	0.013774104683195593
0.005390835579514825	0.008086253369272238
0.007894736842105263	0.005263157894736842
0.013262599469496022	0.002652519893899204
0	0
0.007978723404255319	0
0.0027397260273972603	0.005479452054794521
0.008152173913043478	0.005434782608695652
0.010899182561307902	0.005449591280653951
0.008021390374331552	0
0.005319148936170213	0.0026595744680851063
0.013297872340425532	0.0026595744680851063
0.005449591280653951	0.008174386920980926
0.002652519893899204	0.002652519893899204
0.008174386920980926	0.005449591280653951
0.0053475935828877	0.00267379679144385
0.005390835579514825	0.008086253369272238
0.005509641873278237	0.0027548209366391185
0.002680965147453083	0.005361930294906166
0.010810810810810811	0.002702702702702703
0.008152173913043478	0.002717391304347826
0.008174386920980926	0.005449591280653951
0.013623978201634877	0.0027247956403269754
0.010899182561307902	0.008174386920980926
0.010752688172043012	0.002688172043010753
0.0055248618784530384	0
0.008130081300813009	0.005420054200542005
0	0.005420054200542005
0.002702702702702703	0.002702702702702703
0.005449591280653951	0.0027247956403269754
0.002652519893899204	0.007957559681697613
0.005376344086021506	0.002688172043010753
0.005361930294906166	0.00804289544235925
0.01358695652173913	0.002717391304347826
0.019230769230769232	0.005494505494505495
0.005434782608695652	0.005434782608695652
0.005449591280653951	0.0027247956403269754
0.013440860215053764	0.002688172043010753
0.010752688172043012	0.008064516129032258
0.008241758241758242	0
0.005361930294906166	0.002680965147453083
0.013404825737265416	0.00804289544235925
0.01907356948228883	0
0.002688172043010753	0
0.008403361344537815	0.014005602240896359
0.00819672131147541	0.00273224043715847
0.011019283746556474	0.0027548209366391185
0.013513513513513514	0.005405405405405406
0.002702702702702703	0.010810810810810811
0.002688172043010753	0.005376344086021506
0.008174386920980926	0.0027247956403269754
0.008	0.005333333333333333
0.01639344262295082	0.00273224043715847
0.010869565217391304	0.002717391304347826
0.01652892561983471	0.0027548209366391185
0.01078167115902965	0.0026954177897574125
0.013550135501355014	0.005420054200542005
0.005420054200542005	0.008130081300813009
0.002688172043010753	0.008064516129032258
0.005494505494505495	0.008241758241758242
0.008130081300813009	0.0027100271002710027
0.01662049861495845	0.00554016620498615
0.008174386920980926	0.0027247956403269754
0.0160857908847185	0.005361930294906166
0.0053475935828877	0.008021390374331552
0.00273224043715847	0.00273224043715847
0.008086253369272238	0.0026954177897574125
0.0026666666666666666	0
0.005434782608695652	0.010869565217391304
0.013368983957219251	0
0.01078167115902965	0.008086253369272238
0.00819672131147541	0.00273224043715847
0.005571030640668524	0.005571030640668524
0.008064516129032258	0.005376344086021506
0.005479452054794521	0
0.010899182561307902	0.0027247956403269754
0.005509641873278237	0.0027548209366391185
0.008310249307479225	0.002770083102493075
0.00273224043715847	0
0.005555555555555556	0
0.008241758241758242	0.008241758241758242
0.008108108108108109	0.002702702702702703
0.00821917808219178	0
0.01078167115902965	0
0	0.002717391304347826
0.013333333333333334	0.005333333333333333
0.010752688172043012	0.005376344086021506
0.013477088948787063	0.005390835579514825
0.002652519893899204	0.007957559681697613
0.00267379679144385	0.008021390374331552
0.0027624309392265192	0.0055248618784530384
0.013513513513513514	0.005405405405405406
0.008086253369272238	0.0026954177897574125
0.010899182561307902	0
0.01084010840108401	0.0027100271002710027
0	0.005333333333333333
0.008021390374331552	0.008021390374331552
0.008174386920980926	0.0027247956403269754
0.008108108108108109	0.002702702702702703
0.010638297872340425	0.007978723404255319
0.005420054200542005	0.005420054200542005
0.0026954177897574125	0.008086253369272238
0.01643835616438356	0.00821917808219178
0.010810810810810811	0.002702702702702703
0.0027548209366391185	0
0.0026954177897574125	0.0026954177897574125
0.010810810810810811	0.008108108108108109
0.002680965147453083	0.00804289544235925
0.00554016620498615	0
0.01084010840108401	0.01084010840108401
0.008086253369272238	0.0026954177897574125
0.008086253369272238	0
0.01358695652173913	0.005434782608695652
0.010752688172043012	0.002688172043010753
0.005376344086021506	0.008064516129032258
0.0027247956403269754	0
0.00267379679144385	0.00267379679144385
0.008021390374331552	0.0053475935828877
0.002702702702702703	0.002702702702702703
0.0213903743315508	0.008021390374331552
0.008021390374331552	0.00267379679144385
0.005361930294906166	0.002680965147453083
0	0.002688172043010753
0.01084010840108401	0.0027100271002710027
0.007957559681697613	0.002652519893899204
0	0
0.013157894736842105	0.007894736842105263
0.011049723756906077	0.0027624309392265192
0.010582010582010581	0.007936507936507936
0.016129032258064516	0.005376344086021506
0.010723860589812333	0.002680965147453083
0.005390835579514825	0.0026954177897574125
0.002680965147453083	0.005361930294906166
0.007936507936507936	0.0026455026455026454
0.005319148936170213	0
0.005376344086021506	0.002688172043010753
0.007936507936507936	0.0026455026455026454
0.005509641873278237	0.0027548209366391185
0.010958904109589041	0.00821917808219178
0.005420054200542005	0.01084010840108401
0.002638522427440633	0.002638522427440633
0.008021390374331552	0.00267379679144385
0.010666666666666666	0.0026666666666666666
0.005494505494505495	0.005494505494505495
0.021621621621621623	0
0.008450704225352112	0.005633802816901409
0.01643835616438356	0.00821917808219178
0.005479452054794521	0.0027397260273972603
0.013550135501355014	0.008130081300813009
0.005494505494505495	0.005494505494505495
0.013623978201634877	0.005449591280653951
0.008310249307479225	0.002770083102493075
0.00546448087431694	0.00273224043715847
0.002717391304347826	0.002717391304347826
0.013550135501355014	0.0027100271002710027
0.01639344262295082	0.00273224043715847
0.008130081300813009	0.008130081300813009
0.019498607242339833	0.005571030640668524
0.008174386920980926	0
0.005420054200542005	0
0.016	0.008
0.0136986301369863	0.0027397260273972603
0.00267379679144385	0.0053475935828877
0.013297872340425532	0.0026595744680851063
0.005390835579514825	0.0026954177897574125
0.010723860589812333	0.005361930294906166
0.013440860215053764	0.005376344086021506
0.005449591280653951	0.005449591280653951
0.002680965147453083	0.005361930294906166
0.0053475935828877	0
0.016260162601626018	0
0.008241758241758242	0
0.008152173913043478	0.002717391304347826
0.0136986301369863	0.005479452054794521
0.008287292817679558	0.0055248618784530384
0.010869565217391304	0.005434782608695652
0.005420054200542005	0.005420054200542005
0.008152173913043478	0.002717391304347826
0.01078167115902965	0
0.0136986301369863	0.0027397260273972603
0.013440860215053764	0
0.010810810810810811	0.002702702702702703
0.008152173913043478	0.002717391304347826
0.010810810810810811	0.005405405405405406
0.010810810810810811	0
0.005405405405405406	0
0.008152173913043478	0.002717391304347826
0.0055248618784530384	0.0055248618784530384
0.0027247956403269754	0.0027247956403269754
0.013404825737265416	0
0.008130081300813009	0.005420054200542005
0.008021390374331552	0.00267379679144385
0.01084010840108401	0.0027100271002710027
0.005420054200542005	0
0.008130081300813009	0.01084010840108401
0.010958904109589041	0
0.00821917808219178	0
0.005361930294906166	0.002680965147453083
0.016172506738544475	0.0026954177897574125
0.00273224043715847	0
0.008241758241758242	0.016483516483516484
0.005494505494505495	0
0.00273224043715847	0.00546448087431694
0.0027548209366391185	0.0027548209366391185
0.002702702702702703	0.005405405405405406
0.008152173913043478	0.005434782608695652
0.0056179775280898875	0
0.01639344262295082	0.00546448087431694
0.013927576601671309	0.011142061281337047
0.01084010840108401	0.0027100271002710027
0.002680965147453083	0.005361930294906166
0.005420054200542005	0.005420054200542005
0.00821917808219178	0.0027397260273972603
0.008130081300813009	0.005420054200542005
0.013440860215053764	0
0.013477088948787063	0.005390835579514825
0.008152173913043478	0
0.013812154696132596	0.0027624309392265192
